uid,county,address,value,minimum_bid,status,sale_type,sale_notes,account_nbr,cause_nbr,coordinates
1009584903,GALVESTON COUNTY,602 HOBBS RD LEAGUE CITY TX 77573-5125,630815,,Available for Future Sale,FUTURE SALE,,8.60006E+14,17-TX-0290,"-95.115238, 29.494372"
1010007335,GALVESTON COUNTY,1326 FOREMAN ST LA MARQUE TX 77568-5418,188530,11409.85,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.79E+14,20-TX-0202,"-94.969569, 29.36708"
1010215850,GALVESTON COUNTY,3012 BANK ST DICKINSON TX 77539-5106,3710,,Available for Future Sale,FUTURE SALE,,8.30056E+14,13TX0419,"-95.04847, 29.462185"
1014570379,GALVESTON COUNTY,523 11TH ST DICKINSON TX 77539,38560,,Available for Future Sale,FUTURE SALE,,8.30062E+14,20-TX-0429,"-94.923127, 29.490224"
1008694902,GALVESTON COUNTY,2501 IRONCLAD DR LEAGUE CITY TX 77573-3312,47320,,Available for Future Sale,FUTURE SALE,,8.60005E+14,17-TX-0525,"-95.124702, 29.489817"
1008778387,GALVESTON COUNTY,   ,22040,9725.77,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.725E+14,21-TX-0031,"-94.963987, 29.340543"
1008775955,GALVESTON COUNTY,5809 HIGHWAY 6 HITCHCOCK TX 77563-4203,10150,,Available for Future Sale,FUTURE SALE,,7.727E+14,15-TX-0849,"-94.986217, 29.338995"
1009048502,GALVESTON COUNTY,5921 WOODROW ST TEXAS CITY TX 77591-4159,133670,11998.11,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.745E+14,23-TX-0688,"-94.978583, 29.386922"
1009048559,GALVESTON COUNTY,VACANT LOT AT 4301 URSULINE GALVESTON TX 77550,79380,10884.7,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,7.785E+14,22-TX-0293,"-94.81353, 29.28931"
1009243232,GALVESTON COUNTY,3602 AVENUE R 1/2 GALVESTON TX 77550-8818,293520,8139.31,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.681E+14,23-TX-0232,"-94.802965, 29.283997"
1016329880,GALVESTON COUNTY,2302 WIMCREST ST GALVESTON TX 77551-1237,185050,4552.28,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.685E+14,23-TX-0421,"-94.839932, 29.273068"
1009047481,GALVESTON COUNTY,55 W 7TH ST KEMAH TX 77565-2611,244780,,Available for Future Sale,FUTURE SALE,,7.487E+14,22-TX-0426,"-95.022937, 29.542551"
1009999060,GALVESTON COUNTY,1512 MAPLE ST LA MARQUE TX 77568-6202,184000,7769.03,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.513E+14,19-TX-0184,"-94.954536, 29.36674"
1008918055,GALVESTON COUNTY,VACANT PARCEL - SW OF ISLA DEL SOL DR GALVESTON TX 77554,6090,6090,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.44E+14,20-TX-0292,"-95.058529, 29.139803"
1009659680,GALVESTON COUNTY,210 27TH ST N TEXAS CITY TX 77590,96890,7807.19,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,7.042E+14,21-TX-0351,"-94.933612, 29.386871"
1008626092,GALVESTON COUNTY,2517 21ST AVE N TEXAS CITY TX 77590-4813,239750,24906.74,Available for Future Sale,FUTURE SALE,Taxes for 2024 and prior years included in this sale.  Taxes for future years must be paid by bidder.,7.11E+14,24-TX-0442,"-94.931807, 29.404422"
1009128443,GALVESTON COUNTY,VACANT LOT AT 3010 9 MILE RD GALVESTON TX 77554-9555,4280,4280,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,7.206E+14,20-TX-0424,"-94.902759, 29.23575"
1009981500,GALVESTON COUNTY,831 5TH AVE N TEXAS CITY TX 77590-7551,205250,6785.38,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,7.03002E+14,23-TX-0532,"-94.906903, 29.389053"
1015011549,GALVESTON COUNTY,721 16TH AVE N TEXAS CITY TX 77590-5735,98430,14632.83,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,7.03004E+14,23-TX-0121,"-94.904976, 29.399913"
1009152143,GALVESTON COUNTY,VACANT LOTS AT 202 & 205 6TH ST S TEXAS CITY TX 77590,24070,12669.7,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and prior years are included in this sale. Future years taxes must be paid by bidder. Property is within Industrial Buffer District and CANNOT be used for residential purposes.,7.03002E+14,18-TX-0275,"-94.90282, 29.381871"
1010112986,GALVESTON COUNTY,VACANT LOT IN 300 BLOCK OF 1ST AVE N TEXAS CITY TX 77590,16410,3683.33,Available for Future Sale,FUTURE SALE,Taxes for tax year 2020 and all prior years are included in this sale.  Taxes for tax year 2021 and future years are not included in this sale and must be paid by bidder in addition to the bid amount.,7.03E+14,18-TX-0287,"-94.898413, 29.385341"
1010063562,GALVESTON COUNTY,415 3RD AVE N TEXAS CITY TX 77590-7952,171890,7355.25,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,7.03001E+14,17-TX-0473,"-94.900263, 29.386748"
1009826713,GALVESTON COUNTY,VACANT LOT IN 2800 BLOCK OF N SONNY LN GALVESTON TX 77554,56600,12816.76,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,6.85E+14,17-TX-0128,"-94.906256, 29.238706"
1016691872,GALVESTON COUNTY,20 2ND AVE N TEXAS CITY TX 77590-7905,82840,10200.03,Available for Future Sale,FUTURE SALE,Taxes for 2023 prior years are included in this sale.  Taxes for future years must be paid by bidder. Property is within city's Industrial Bufffer District and CANNOT be used for residential purposes.,7.03E+14,23-TX-0533,"-94.894298, 29.38632"
1009965115,GALVESTON COUNTY,7210 CANARY CIR TEXAS CITY TX 77591-3656,148610,8481.96,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,6.625E+14,23-TX-0076,"-94.991334, 29.382828"
1009528820,GALVESTON COUNTY,VACANT LOTS - SCATTERED LOCATIONS CRYSTAL BEACH TX 77650,109070,36437.24,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,6.551E+14,22-TX-0196,"-94.572826, 29.485584"
1008820446,GALVESTON COUNTY,VACANT LOT IN CRYSTAL BEACH CRYSTAL BEACH TX 77650,910,910,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,6.551E+14,23-TX-0725,"-94.575962, 29.488553"
1008817210,GALVESTON COUNTY,1221 PAMPAS LN LEAGUE CITY TX 77573-6725,19210,4565.67,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,6.445E+14,23-TX-0050,"-95.106742, 29.47299"
1008798826,GALVESTON COUNTY,1515 57TH ST GALVESTON TX 77551-5010,105550,,Available for Future Sale,FUTURE SALE,,6.52E+14,20-TX-0102,"-94.829583, 29.285322"
1009528435,GALVESTON COUNTY,VACANT PARCEL IN 3600 BLK OF HWY 87 CRYSTAL BEACH TX 77650,33110,33110,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,6.551E+14,16-TX-0037,"-94.570793, 29.483367"
1009236844,GALVESTON COUNTY,1419/1423 ROSS ST LA MARQUE TX 77568-5841,125100,48557.92,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,6.345E+14,20-TX-0002,"-94.965214, 29.363652"
1010201896,GALVESTON COUNTY,1332 MONTGOMERY ST LA MARQUE TX 77568-5720,75330,18692.69,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,6.345E+14,21-TX-0553,"-94.963084, 29.362333"
1008958771,GALVESTON COUNTY,VACANT LOT IN 2000 BLK OF FRONT AVE PORT BOLIVAR TX 77650,31500,3956.4,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.96005E+14,24-TX-0100,"-94.749083, 29.374737"
1009157456,GALVESTON COUNTY,231 4TH ST DICKINSON TX 77539-2836,110270,9944.01,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,6.24E+14,21-TX-0294,"-94.914147, 29.493053"
1010058203,GALVESTON COUNTY,VACANT LOTS IN 1200 BLOCK OF 9TH STREET SAN LEON TX 77539,42710,14456.19,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,6.24002E+14,20-TX-0256,"-94.924883, 29.47701"
1010111652,GALVESTON COUNTY,VACANT LOTS AT 1407 ANDERSON AVE PORT BOLIVAR TX 77650,275630,18639.33,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,5.96004E+14,22-TX-0209,"-94.754963, 29.371307"
1016330120,GALVESTON COUNTY,1609 MADISON AVE PORT BOLIVAR TX 77650,118080,8041.96,Available for Future Sale,FUTURE SALE,Taxes for years 2023 and prior years included in this sale.  Taxes for 2024 and future years must be paid by bidder in addition to bid amount.,5.96004E+14,23-TX-0505,"-94.76336, 29.381993"
1016330122,GALVESTON COUNTY,1620 PICKNEY AVE PORT BOLIVAR TX 77650,182390,14981.98,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,5.96004E+14,23-TX-0505,"-94.765092, 29.384034"
1009371033,GALVESTON COUNTY,1018 SUNSET CIR LEAGUE CITY TX 77573-3652,163050,7433.77,Available for Future Sale,FUTURE SALE,Taxes for tax year 2018 and all prior years are included in this sale.  Taxes for tax years 2019 thru 2022 must be paid by bidder in addition to bid amount.,5.68E+14,18-TX-0005,"-95.105409, 29.501822"
1009529662,GALVESTON COUNTY,VACANT LOT IN 5200 BLK OF PHILLIPS ST TEXAS CITY TX 77591,19130,6922.69,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.918E+14,24-TX-0032,"-94.971089, 29.386928"
1010219680,GALVESTON COUNTY,2524 37TH AVE N TEXAS CITY TX 77590-3727,244310,8536.59,Available for Future Sale,FUTURE SALE,Taxes for 2024 and prior years included in this sale.  Taxes for future years must be paid by bidder.,5.37E+14,24-TX-0223,"-94.932131, 29.417075"
1009928030,GALVESTON COUNTY,322 S ALBERT ST TEXAS CITY TX 77591-4250,88360,7856.89,Available for Future Sale,FUTURE SALE,"Taxes for 2024 and prior years are included in this sale.  Taxes for future years must be paid by bidder.
",5.373E+14,24-TX-0503,"-94.975426, 29.379926"
1010205991,GALVESTON COUNTY,3012 BANK ST DICKINSON TX 77539-5106,14570,,Available for Future Sale,FUTURE SALE,Taxes for tax years 2016-2018 not included in sale.  Mobile home on the property is not included in this sale.,5.64E+14,13TX0419,"-95.04847, 29.462185"
1009267633,GALVESTON COUNTY,5619 ANDREWS ST TEXAS CITY TX 77591-4546,45720,1921.81,Available for Future Sale,FUTURE SALE,Taxes for tax year 2020 and all prior years are included in this sale.  Taxes for tax year 2021 and future years must be paid by bidder in addition to bid amount.,5.355E+14,19-TX-0529,"-94.97501, 29.387372"
1009267647,GALVESTON COUNTY,5805 WOODROW ST TEXAS CITY TX 77591-4312,100000,49428.96,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.355E+14,19-TX-0054,"-94.97635, 29.388272"
1008622519,GALVESTON COUNTY,SMALL VACANT LOT IN 400 BLK OF FM 646 W LEAGUE CITY TX 77573,2900,2900,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.18203E+14,17-TX-0157,"-94.073419, 29.477254"
1010129878,GALVESTON COUNTY,1909 IDAHO AVE LEAGUE CITY TX 77573-7618,57780,,Available for Future Sale,FUTURE SALE,,5.18203E+14,19-TX-0260,"-95.081811, 29.48704"
1010191178,GALVESTON COUNTY,2015 NEUMANN DR GALVESTON TX 77551-5064,183650,31056.49,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.275E+14,22-TX-0583,"-94.828471, 29.280455"
1009925660,GALVESTON COUNTY,4517 33RD ST DICKINSON TX 77539-5616,37960,,Available for Future Sale,FUTURE SALE,,5.32003E+14,15-TX-0524,"-95.042377, 29.471075"
1009366665,GALVESTON COUNTY,VACANT LOT - CORNER OF AVE C & 24TH ST DICKINSON TX 77539,24380,5377.13,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,5.18201E+14,22-TX-0143,"-95.062833, 29.475264"
1008625235,GALVESTON COUNTY,3002 AVENUE F DICKINSON TX 77539-7708,156720,33940.01,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,5.18202E+14,18-TX-0794,"-95.06054, 29.468636"
1009520453,GALVESTON COUNTY,2028 KANSAS ST LA MARQUE TX 77568-3721,142770,24039.95,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,5.12E+14,20-TX-0432,"-94.983415, 29.376654"
1009277924,GALVESTON COUNTY,205 S LEROY ST TEXAS CITY TX 77591-4207,103760,21013.29,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for 2022-2024 and future years must be paid by bidder.,5.043E+14,18-TX-0911,"-94.974264, 29.381115"
1015502879,GALVESTON COUNTY,2036 1ST ST N TEXAS CITY TX 77590-6104,173570,,Available for Future Sale,FUTURE SALE,,4.9E+14,23-TX-0372,"-94.895407, 29.407411"
1010224382,GALVESTON COUNTY,3013 VIRGINA ST LA MARQUE TX 77568-3643,189150,4189.28,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,4.54E+14,20-TX-0208,"-94.988694, 29.374331"
1009280062,GALVESTON COUNTY,904 3RD ST LEAGUE CITY TX 77573-2418,134330,4284.6,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,4.64E+14,23-TX-0649,"-95.089743, 29.514654"
1008821891,GALVESTON COUNTY,2113 16TH AVE N TEXAS CITY TX 77590-5001,85840,5057.89,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,4.42E+14,23-TX-0574,"-94.925652, 29.399745"
1009132477,GALVESTON COUNTY,VACANT LOT IN 2100 BLOCK OF 14TH AVE N TEXAS CITY TX 77590,5720,,Available for Future Sale,FUTURE SALE,All delinquent tax years included in this sale.,4.42E+14,18-TX-0909,"-94.925643, 29.397831"
1009027961,GALVESTON COUNTY,3405 1ST AVE N TEXAS CITY TX 77590-6603,153940,3752.95,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for year 2022 and future years must be paid by bidder.,4.42701E+14,21-TX-0543,"-94.947157, 29.384248"
1009127827,GALVESTON COUNTY,1230 MARTINIQUE LN PORT BOLIVAR TX 77650,77990,5486.3,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,4.382E+14,20-TX-0282,"-94.735855, 29.400822"
1008822012,GALVESTON COUNTY,VACANT LOT AT 232 N PECAN DR TEXAS CITY TX 77591,8540,8540,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,4.416E+14,19-TX-0123,"-94.962617, 29.38686"
1010191101,GALVESTON COUNTY,VACANT LAND IN 3500 BLOCK OF 29TH ST N TEXAS CITY TX 77590,93380,9753.69,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,4.24E+14,24-TX-0205,"-94.9636, 29.415326"
1009893407,GALVESTON COUNTY,1823 KEMAH VILLAGE DR KEMAH TX 77565-1711,236160,3450.86,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,4.353E+14,23-TX-0832,"-95.029078, 29.529699"
1009849523,GALVESTON COUNTY,VACANT LOTS EAST OF WILLIS TEXAS CITY TX 77590,11250,3059.74,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,4.125E+14,20-TX-0514,"-94.953197, 29.408572"
1009141891,GALVESTON COUNTY,VACANT LOTS EAST OF WILLIS TEXAS CITY TX 77590,1750,1750,Available for Future Sale,FUTURE SALE,Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.,4.125E+14,20-TX-0514,"-94.952412, 29.408773"
1009560112,GALVESTON COUNTY,VACANT LOT IN 18300 BLOCK OF SHAMAN DR GALVESTON TX 77554,28390,14029.02,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,4.13E+14,18-TX-0682,"-94.995939, 29.170457"
1009850388,GALVESTON COUNTY,2817 URSULINE ST GALVESTON TX 77550-4358,183390,,Available for Future Sale,FUTURE SALE,,4.114E+14,22-TX-0295,"-94.796975, 29.293765"
1013181923,GALVESTON COUNTY,1408 BRAZOS AVE LA MARQUE TX 77568-5218,134610,5672.43,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.968E+14,20-TX-0495,"-94.97773, 29.365962"
1009883354,GALVESTON COUNTY,1004 HIGHWAY 3 LA MARQUE TX 77568-5901,1232390,45091.52,Available for Future Sale,FUTURE SALE,**Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,3.978E+14,22-TX-0725,"-94.961937, 29.369531"
1009885115,GALVESTON COUNTY,2107 HOLLYWOOD AVE GALVESTON TX 77551-1442,20200,,Available for Future Sale,FUTURE SALE,Taxes for tax years 2009-2015 included in judgment and sheriff sale.,4.065E+14,15-TX-0468,"-94.83502, 29.276615"
1009880552,GALVESTON COUNTY,VACANT LOT IN 1200 BLOCK OF 26TH ST PORT BOLIVAR TX 77650,5400,5199.65,Available for Future Sale,FUTURE SALE,Taxes for tax year 2020 are not included in this sale and must be paid by bidder in addition to the bid amount.,3.849E+14,20-TX-0299,"-94.749582, 29.38882"
1008916114,GALVESTON COUNTY,1205 27TH ST PORT BOLIVAR TX 77650,6710,2944.82,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,3.849E+14,22-TX-0627,"-94.748351, 29.389852"
1010040528,GALVESTON COUNTY,131 28TH ST N TEXAS CITY TX 77590-7254,121050,6459.93,Available for Future Sale,FUTURE SALE,Taxes for 2024 and prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.89E+14,24-TX-0546,"-94.935113, 29.385956"
1008914596,GALVESTON COUNTY,1401 34TH ST GALVESTON TX 77550,86180,12911.55,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.892E+14,20-TX-0361,"-94.803597, 29.293062"
1008920336,GALVESTON COUNTY,VACANT LOTS - VARIOUS LOCATIONS PORT BOLIVAR TX 77650,900,9683.98,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.756E+14,16-TX-0558,"-94.641455, 29.465577"
1013181980,GALVESTON COUNTY,VACANT LOT AT 1130 W CANAL DRIVE CRYSTAL BEACH TX 77650,9230,2429.02,Available for Future Sale,FUTURE SALE,"Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022 and future years must be paid by bidder in addition to bid amount.
",3.756E+14,22-TX-0621,"-94.639222, 29.463264"
1010038701,GALVESTON COUNTY,VACANT LOTS IN 900 BLK OF S GATEWAY RD CRYSTAL BEACH TX 77650,41320,18595.5,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.55E+14,18-TX-0762,"-94.591871, 29.472809"
1009202423,GALVESTON COUNTY,2119 31ST ST GALVESTON TX 77550-7603,252850,8971.18,Available for Future Sale,FUTURE SALE,Taxes for tax years 2019 and 2020 are not included in this sale and must be paid by bidder in addition to the bid amount.,3.51001E+14,19-TX-0006,"-94.797987, 29.287255"
1008992373,GALVESTON COUNTY,4309 AVENUE S 1/2 GALVESTON TX 77550-8537,243450,17693.53,Available for Future Sale,FUTURE SALE,"Taxes for tax year 2021 and all prior years are included in this sale.  Taxes for tax year 2022, 2023 and future years must be paid by bidder in addition to bid amount.",3.51002E+14,19-TX-0037,"-94.810498, 29.279676"
1009349623,GALVESTON COUNTY,VACANT LOT IN 2500 BLK OF 38TH ST GALVESTON TX 77590,2307,,Available for Future Sale,FUTURE SALE,Tracts 1 and 2 to be sold as one parcel; taxes for tax year 2020 are not included in this sale.,3.51002E+14,17-TX-0471,"-94.804799, 29.282016"
1009349635,GALVESTON COUNTY,VACANT LOT IN 2500 BLOCK OF 38TH ST GALVESTON TX 77590,2307,,Available for Future Sale,FUTURE SALE,Tracts 1 and 2 to be sold as one parcel; taxes for tax year 2020 are not included in this sale.,3.51002E+14,17-TX-0471,"-94.804799, 29.282016"
1009648706,GALVESTON COUNTY,1814 40TH ST GALVESTON TX 77550-6642,223170,9877.7,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for year 2024 and future years must be paid by bidder.,3.51001E+14,24-TX-0108,"-94.808754, 29.287457"
1010223265,GALVESTON COUNTY,2909 AVENUE O 1/2 GALVESTON TX 77550-6855,382050,76810.29,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.51001E+14,18-TX-0638,"-94.796894, 29.290916"
1008713849,GALVESTON COUNTY,2820 AVENUE O 1/2 GALVESTON TX 77550,179000,8084.18,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder as they are assessed.,3.51001E+14,22-TX-0482,"-94.796111, 29.291578"
1015012283,GALVESTON COUNTY,4610 AVENUE R GALVESTON TX 77551-5323,369180,25201.03,Available for Future Sale,FUTURE SALE,Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.51001E+14,25-TX-0021,"-94.814988, 29.2818"
1010036802,GALVESTON COUNTY,VACANT LOTS IN 1400 BLOCK OF  28TH ST GALVESTON TX 77550-4311,34920,14208.78,Available for Future Sale,FUTURE SALE,Taxes for tax year 2023 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.51E+14,15-TX-0789,"-94.796686, 29.294732"
1010177628,GALVESTON COUNTY,1517 34TH ST GALVESTON TX 77550-6701,134970,,Available for Future Sale,FUTURE SALE,,3.51E+14,18-TX-0568,"-94.802955, 29.29157"
1009554469,GALVESTON COUNTY,3606 CHURCH ST AND ADJACENT VACANT LOT GALVESTON TX 77550-1221,234600,23308.04,Available for Future Sale,FUTURE SALE,Taxes for years 2023 and prior years included in this sale;  Taxes for 2024 and future years must be paid by bidder in addition to bid amount.,3.50505E+14,19-TX-0248,"-94.808486, 29.29987"
1010123180,GALVESTON COUNTY,VACANT LOTS-3616;3620;3624;3626 CHURCH GALVESTON TX 77550,229910,10797.14,Available for Future Sale,FUTURE SALE,Taxes for years 2023 and prior years included in this sale.  Taxes for tax year 2024 and future years must be paid by bidder in addition to bid amount.,3.50505E+14,19-TX-0248,"-94.808932, 29.29979"
1009636642,GALVESTON COUNTY,4327 AVENUE K GALVESTON TX 77550-3717,424390,68942.24,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.50501E+14,16-TX-0306,"-94.815514, 29.292602"
1009518228,GALVESTON COUNTY,3918 SEALY ST GALVESTON TX 77550-3814,183200,27786.42,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.50503E+14,22-TX-0040,"-94.811496, 29.296221"
1009263594,GALVESTON COUNTY,3308 AVENUE M GALVESTON TX 77550-4139,89210,,Available for Future Sale,FUTURE SALE,,3.505E+14,19-TX-0078,"-94.803046, 29.294499"
1009346088,GALVESTON COUNTY,3408 AVENUE M GALVESTON TX 77550-4141,58580,,Available for Future Sale,FUTURE SALE,,3.505E+14,19-TX-0078,"-94.80413, 29.294217"
1010035431,GALVESTON COUNTY,1210 40TH ST GALVESTON TX 77550-3909,177280,12968.1,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.505E+14,22-TX-0713,"-94.810535, 29.292781"
1010035446,GALVESTON COUNTY,1216 42ND ST GALVESTON TX 77550-3935,64821,9108.56,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.505E+14,16-TX-0092,"-94.812771, 29.292033"
1009638639,GALVESTON COUNTY,1115 MOODY AVE GALVESTON TX 77550-4624,275950,,Available for Future Sale,FUTURE SALE,,3.50501E+14,19-TX-0395,"-94.78929, 29.299065"
1010210309,GALVESTON COUNTY,6805 SPEAKER ST HITCHCOCK TX 77563,25880,7629.82,Available for Future Sale,FUTURE SALE,***Taxes for tax year 2024 and all prior years are included in this sale.  Taxes for future years must be paid by bidder.,3.37E+14,21-TX-0133,"-95.010406, 29.339096"
1010210133,GALVESTON COUNTY,VACANT LOT IN 6700 BLK OF OVERTON ST HITCHCOCK TX 77563,8050,,Available for Future Sale,FUTURE SALE,,3.37E+14,17-TX-0074,"-95.005885, 29.339279"
1010123588,GALVESTON COUNTY,6513 FAIRWOOD RD HITCHCOCK TX 77563-2006,126250,10016.51,Available for Future Sale,FUTURE SALE,Taxes for tax year 2022 and all prior years are included in this sale.  Taxes for year 2023 and future years must be paid by bidder.,3.41E+14,22-TX-0712,"-94.995111, 29.345722"
